"FlightNum";"FlightCompany";"Origin";"Destination";"TakeOffAt";"ArriveAt";"FlightTime";"CraftCompany";"Airplane"
122;"UA";"IAD";"LHR";"08:25:00";"20:50:00";"07:25:00";"Boeing";"757-200"
123;"CA";"PEK";"ICN";"08:45:00";"11:50:00";"02:05:00";"Airbus";"A330-300"
123;"LH";"MUC";"FRA";"21:00:00";"22:00:00";"01:00:00";"Airbus";"A320"
123;"UA";"LHR";"IAD";"07:30:00";"11:15:00";"08:45:00";"Boeing";"757-200"
124;"CA";"ICN";"PEK";"13:05:00";"14:05:00";"02:00:00";"Airbus";"A330-300"
125;"AC";"YYZ";"YVR";"19:00:00";"21:08:00";"05:08:00";"Boeing";"777-300ER"
125;"CA";"PEK";"ICN";"13:45:00";"16:50:00";"02:05:00";"Airbus";"A321"
126;"AC";"YVR";"YYZ";"22:55:00";"06:15:00";"04:20:00";"Boeing";"777-300ER"
126;"CA";"ICN";"PEK";"18:10:00";"19:20:00";"02:10:00";"Airbus";"A321"
126;"LH";"FRA";"STR";"07:05:00";"07:45:00";"00:00:40";"Airbus";"A319"
127;"LH";"STR";"FRA";"06:45:00";"07:35:00";"00:00:50";"Airbus";"A319"
128;"LH";"FRA";"STR";"09:50:00";"10:30:00";"00:00:40";"Airbus";"A319"
128;"UA";"GIG";"IAH";"23:05:00";"05:40:00";"10:35:00";"Boeing";"767-300"
129;"AC";"YYZ";"YVR";"22:30:00";"00:50:00";"05:20:00";"Airbus";"A321"
129;"CA";"PEK";"PUS";"08:25:00";"11:45:00";"02:20:00";"Boeing";"737-800"
129;"UA";"IAH";"GIG";"21:55:00";"12:15:00";"10:20:00";"Boeing";"767-300"
130;"CA";"PUS";"PEK";"12:45:00";"14:05:00";"02:20:00";"Boeing";"737-800"
130;"LH";"FRA";"STR";"13:00:00";"13:40:00";"00:00:40";"Airbus";"A319"
131;"CA";"PEK";"ICN";"11:05:00";"14:10:00";"02:05:00";"Airbus";"A321"
131;"LH";"STR";"FRA";"08:30:00";"09:20:00";"00:00:50";"Airbus";"A319"
132;"CA";"ICN";"PEK";"15:10:00";"16:15:00";"02:05:00";"Airbus";"A321"
132;"LH";"FRA";"STR";"17:10:00";"17:50:00";"00:00:40";"Airbus";"A319"
132;"UA";"TKK";"GUM";"16:15:00";"17:55:00";"01:40:00";"Boeing";"737-800"
133;"AC";"YYZ";"YYC";"07:00:00";"09:25:00";"04:25:00";"Airbus";"A318"
133;"LH";"STR";"FRA";"11:05:00";"11:55:00";"00:00:50";"Airbus";"A319"
134;"AC";"YYC";"YYZ";"07:00:00";"12:46:00";"03:46:00";"Airbus";"A321"
134;"UA";"EWR";"ZRH";"19:00:00";"08:40:00";"07:40:00";"Boeing";"767-400"
135;"AC";"YYZ";"YYC";"08:10:00";"10:32:00";"04:22:00";"Boeing";"767-300"
135;"CA";"PEK";"ICN";"09:25:00";"12:35:00";"02:10:00";"Airbus";"A321"
135;"LH";"STR";"FRA";"14:15:00";"15:05:00";"00:00:50";"Airbus";"A319"
135;"UA";"ZRH";"EWR";"10:20:00";"13:45:00";"09:25:00";"Boeing";"767-400"
136;"AC";"YYC";"YYZ";"08:00:00";"13:46:00";"03:46:00";"Airbus";"A321"
136;"CA";"ICN";"PEK";"13:35:00";"14:40:00";"02:05:00";"Airbus";"A321"
136;"LH";"FRA";"STR";"21:55:00";"22:35:00";"00:00:40";"Airbus";"A320"
137;"CA";"PEK";"GMP";"18:50:00";"21:45:00";"01:55:00";"Boeing";"737-800"
137;"LH";"STR";"FRA";"18:45:00";"19:35:00";"00:00:50";"Airbus";"A319"
138;"CA";"GMP";"PEK";"09:30:00";"10:30:00";"02:00:00";"Boeing";"737-800"
138;"LX";"ZRH";"HKG";"22:40:00";"17:20:00";"11:40:00";"Boeing";"777-300ER"
139;"AC";"YYZ";"YYC";"10:10:00";"12:32:00";"04:22:00";"Boeing";"767-300"
139;"CA";"HGH";"ICN";"08:55:00";"11:50:00";"01:55:00";"Airbus";"A321"
139;"LX";"HKG";"ZRH";"00:20:00";"06:10:00";"12:50:00";"Boeing";"777-300ER"
140;"AC";"YYC";"YYZ";"10:10:00";"15:56:00";"03:46:00";"Airbus";"A318"
140;"CA";"ICN";"HGH";"12:50:00";"13:50:00";"02:00:00";"Airbus";"A321"
140;"LH";"FRA";"NUE";"07:10:00";"07:55:00";"00:00:45";"Canadair";"(Bombardier)"
142;"AC";"YYC";"YYZ";"11:45:00";"17:30:00";"03:45:00";"Boeing";"767-300"
142;"LH";"FRA";"NUE";"10:15:00";"11:00:00";"00:00:45";"Airbus";"A319"
142;"UA";"NRT";"DEN";"18:15:00";"12:40:00";"10:25:00";"Boeing";"787-8"
143;"AC";"YYZ";"YYC";"12:05:00";"14:30:00";"04:25:00";"Airbus";"A318"
143;"CA";"YNJ";"ICN";"09:50:00";"13:05:00";"02:15:00";"Boeing";"737-800"
143;"LH";"NUE";"FRA";"06:30:00";"07:15:00";"00:00:45";"Airbus";"A320"
143;"UA";"DEN";"NRT";"12:10:00";"16:30:00";"12:20:00";"Boeing";"787-8"
144;"CA";"ICN";"YNJ";"14:05:00";"15:25:00";"02:20:00";"Boeing";"737-800"
144;"LH";"FRA";"NUE";"13:05:00";"13:50:00";"00:00:45";"Airbus";"A320"
145;"AC";"YYZ";"YYC";"14:20:00";"16:45:00";"04:25:00";"Airbus";"A318"
145;"LH";"NUE";"FRA";"08:45:00";"09:30:00";"00:00:45";"Canadair";"(Bombardier)"
146;"AC";"YYC";"YYZ";"13:45:00";"19:30:00";"03:45:00";"Boeing";"767-300"
146;"LX";"ZRH";"DEL";"12:35:00";"00:45:00";"07:40:00";"Airbus";"A330-300"
147;"AC";"YYZ";"YYC";"16:50:00";"19:15:00";"04:25:00";"Airbus";"A321"
147;"LH";"NUE";"FRA";"11:35:00";"12:20:00";"00:00:45";"Airbus";"A319"
147;"LX";"DEL";"ZRH";"02:05:00";"06:25:00";"08:50:00";"Airbus";"A330-300"
148;"AC";"YYC";"YYZ";"15:20:00";"21:06:00";"03:46:00";"Airbus";"A318"
148;"LH";"FRA";"NUE";"17:15:00";"18:00:00";"00:00:45";"Embraer";"190"
148;"UA";"GRU";"EWR";"23:00:00";"05:50:00";"09:50:00";"Boeing";"777-200"
149;"AC";"YYZ";"YYC";"17:55:00";"20:20:00";"04:25:00";"Airbus";"A321"
149;"CA";"HGH";"TPE";"09:30:00";"11:20:00";"01:50:00";"Airbus";"A319"
149;"LH";"NUE";"FRA";"14:30:00";"15:15:00";"00:00:45";"Airbus";"A320"
149;"UA";"EWR";"GRU";"22:00:00";"10:40:00";"09:40:00";"Boeing";"777-200"
150;"AC";"YYC";"YYZ";"17:35:00";"23:21:00";"03:46:00";"Airbus";"A321"
150;"CA";"TPE";"HGH";"12:30:00";"14:20:00";"01:50:00";"Airbus";"A319"
150;"LH";"FRA";"NUE";"21:00:00";"21:45:00";"00:00:45";"Airbus";"A319"
150;"UA";"KIX";"GUM";"11:05:00";"15:45:00";"03:40:00";"Boeing";"737-700"
151;"AC";"YYZ";"YYC";"18:55:00";"21:20:00";"04:25:00";"Airbus";"A318"
151;"CA";"DLC";"KIX";"11:00:00";"14:20:00";"02:20:00";"Boeing";"737-800"
151;"UA";"GUM";"KIX";"07:10:00";"10:10:00";"04:00:00";"Boeing";"737-700"
152;"AC";"YYC";"YYZ";"18:35:00";"00:21:00";"03:46:00";"Airbus";"A319"
152;"CA";"DLC";"TSN";"18:00:00";"19:15:00";"01:15:00";"Boeing";"737-800"
153;"CA";"DLC";"HIJ";"10:40:00";"13:30:00";"01:50:00";"Boeing";"737-800"
153;"LH";"NUE";"FRA";"18:50:00";"19:35:00";"00:00:45";"Embraer";"190"
154;"CA";"DLC";"PEK";"16:25:00";"17:50:00";"01:25:00";"Boeing";"737-800"
154;"LH";"FRA";"LEJ";"07:00:00";"07:55:00";"00:00:55";"Canadair";"(Bombardier)"
154;"LX";"ZRH";"BOM";"09:45:00";"22:30:00";"08:15:00";"Airbus";"A330-300"
154;"UA";"HNL";"MAJ";"07:25:00";"10:35:00";"05:10:00";"Boeing";"737-800"
155;"AC";"YYZ";"YYC";"20:55:00";"23:17:00";"04:22:00";"Boeing";"767-300"
155;"LX";"BOM";"ZRH";"01:20:00";"06:10:00";"09:20:00";"Airbus";"A330-300"
155;"UA";"MAJ";"HNL";"20:10:00";"02:50:00";"04:40:00";"Boeing";"737-800"
156;"LH";"FRA";"LEJ";"09:05:00";"10:00:00";"00:00:55";"Embraer";"190"
157;"CA";"PVG";"NRT";"17:20:00";"21:00:00";"02:40:00";"Boeing";"737-800"
157;"LH";"LEJ";"FRA";"06:15:00";"07:15:00";"01:00:00";"Embraer";"190"
157;"UA";"GUM";"ROR";"20:00:00";"21:05:00";"02:05:00";"Boeing";"737-700"
158;"CA";"PVG";"CKG";"12:30:00";"15:35:00";"03:05:00";"Boeing";"737-800"
158;"LH";"FRA";"LEJ";"12:20:00";"13:15:00";"00:00:55";"Embraer";"190"
158;"UA";"ROR";"GUM";"01:45:00";"04:50:00";"02:05:00";"Boeing";"737-700"
159;"LH";"LEJ";"FRA";"08:40:00";"09:40:00";"01:00:00";"Canadair";"(Bombardier)"
159;"UA";"GUM";"HKG";"19:50:00";"23:00:00";"05:10:00";"Boeing";"737-700"
160;"AC";"YEG";"YYZ";"07:00:00";"12:44:00";"03:44:00";"Airbus";"A318"
160;"LH";"FRA";"LEJ";"17:00:00";"17:55:00";"00:00:55";"Canadair";"(Bombardier)"
160;"LX";"ZRH";"NRT";"13:00:00";"08:55:00";"11:55:00";"Airbus";"A340-300"
160;"UA";"MUC";"IAH";"11:40:00";"16:40:00";"12:00:00";"Boeing";"767-300"
161;"CA";"PEK";"KIX";"16:05:00";"20:10:00";"03:05:00";"Airbus";"A330-200"
161;"LH";"LEJ";"FRA";"10:35:00";"11:35:00";"01:00:00";"Embraer";"190"
161;"LX";"NRT";"ZRH";"10:40:00";"15:25:00";"12:45:00";"Airbus";"A340-300"
162;"AC";"YEG";"YYZ";"08:00:00";"13:44:00";"03:44:00";"Boeing";"737MAX"
162;"CA";"KIX";"PEK";"09:00:00";"11:20:00";"03:20:00";"Airbus";"A330-300"
163;"AC";"YYZ";"YEG";"08:05:00";"10:26:00";"04:21:00";"Airbus";"A321"
163;"CA";"PVG";"KIX";"17:30:00";"20:30:00";"02:00:00";"Airbus";"A321"
163;"LH";"LEJ";"FRA";"14:15:00";"15:15:00";"01:00:00";"Embraer";"190"
164;"CA";"KIX";"PVG";"09:15:00";"11:10:00";"02:55:00";"Airbus";"A321"
164;"LH";"FRA";"LEJ";"21:40:00";"22:35:00";"00:00:55";"Embraer";"190"
165;"AC";"YYZ";"YEG";"10:25:00";"12:46:00";"04:21:00";"Airbus";"A321"
165;"CA";"PEK";"MEL";"00:40:00";"15:35:00";"11:55:00";"Airbus";"A330-300"
165;"LH";"LEJ";"FRA";"18:30:00";"19:30:00";"01:00:00";"Canadair";"(Bombardier)"
165;"UA";"GUM";"FUK";"07:40:00";"10:50:00";"04:10:00";"Boeing";"737-700"
166;"CA";"MEL";"PEK";"20:15:00";"05:00:00";"11:45:00";"Airbus";"A330-300"
166;"LH";"FRA";"TXL";"16:15:00";"17:25:00";"01:10:00";"Airbus";"A320"
166;"UA";"FUK";"GUM";"11:50:00";"16:35:00";"03:45:00";"Boeing";"737-700"
167;"AC";"YYZ";"YEG";"12:45:00";"15:06:00";"04:21:00";"Airbus";"A318"
167;"CA";"PEK";"HND";"11:55:00";"16:10:00";"03:15:00";"Airbus";"A330-200"
167;"LH";"TXL";"FRA";"18:15:00";"19:25:00";"01:10:00";"Airbus";"A320"
168;"AC";"YEG";"YYZ";"11:20:00";"17:01:00";"03:41:00";"Airbus";"A321"
168;"CA";"HND";"PEK";"19:30:00";"22:30:00";"04:00:00";"Airbus";"A330-200"
168;"LH";"FRA";"TXL";"17:15:00";"18:25:00";"01:10:00";"Airbus";"A319"
169;"AC";"YYZ";"YEG";"14:40:00";"17:01:00";"04:21:00";"Boeing";"737MAX"
169;"CA";"PEK";"CTS";"08:00:00";"12:40:00";"03:40:00";"Boeing";"737-800"
169;"LH";"TXL";"FRA";"19:15:00";"20:25:00";"01:10:00";"Airbus";"A319"
170;"AC";"YEG";"YYZ";"13:45:00";"19:26:00";"03:41:00";"Airbus";"A321"
170;"CA";"CTS";"PEK";"13:50:00";"17:35:00";"04:45:00";"Boeing";"737-800"
170;"LH";"FRA";"TXL";"06:45:00";"07:55:00";"01:10:00";"Airbus";"A321"
171;"AC";"YYZ";"YEG";"16:20:00";"18:41:00";"04:21:00";"Airbus";"A318"
171;"CA";"TSN";"ICN";"09:00:00";"11:45:00";"01:45:00";"Boeing";"737-800"
171;"LH";"TXL";"FRA";"20:15:00";"21:25:00";"01:10:00";"Airbus";"A321"
172;"AC";"YEG";"YYZ";"16:00:00";"21:41:00";"03:41:00";"Airbus";"A318"
172;"CA";"ICN";"TSN";"12:45:00";"13:35:00";"01:50:00";"Boeing";"737-800"
172;"LH";"FRA";"TXL";"06:15:00";"07:25:00";"01:10:00";"Airbus";"A321"
173;"AC";"YYZ";"YEG";"18:45:00";"21:06:00";"04:21:00";"Boeing";"737MAX"
173;"CA";"PEK";"SYD";"01:40:00";"15:50:00";"11:10:00";"Airbus";"A330-300"
173;"LH";"TXL";"FRA";"06:30:00";"07:40:00";"01:10:00";"Airbus";"A321"
174;"AC";"YEG";"YYZ";"17:55:00";"23:36:00";"03:41:00";"Boeing";"737MAX"
174;"CA";"SYD";"PEK";"20:40:00";"05:10:00";"11:30:00";"Airbus";"A330-300"
174;"LH";"FRA";"TXL";"07:45:00";"08:55:00";"01:10:00";"Airbus";"A321"
174;"UA";"GUM";"SPN";"07:30:00";"08:11:00";"00:00:41";"Boeing";"737-800"
175;"AC";"YYZ";"YEG";"20:55:00";"23:16:00";"04:21:00";"Airbus";"A321"
175;"LH";"TXL";"FRA";"07:45:00";"08:55:00";"01:10:00";"Airbus";"A321"
175;"SQ";"HAN";"SIN";"12:35:00";"17:15:00";"03:40:00";"Airbus";"A330-300"
176;"LH";"FRA";"TXL";"08:45:00";"09:55:00";"01:10:00";"Airbus";"A321"
176;"LX";"ZRH";"SIN";"22:45:00";"18:00:00";"12:15:00";"Boeing";"777-300ER"
176;"SQ";"SIN";"HAN";"09:20:00";"11:40:00";"03:20:00";"Airbus";"A330-300"
177;"CA";"PVG";"MEL";"19:15:00";"09:00:00";"10:45:00";"Airbus";"A330-200"
177;"LH";"TXL";"FRA";"08:45:00";"09:55:00";"01:10:00";"Airbus";"A321"
177;"LX";"SIN";"ZRH";"00:05:00";"06:15:00";"13:10:00";"Boeing";"777-300ER"
177;"SQ";"SGN";"SIN";"12:15:00";"15:20:00";"02:05:00";"Airbus";"A330-300"
178;"AC";"YEG";"YYZ";"00:20:00";"06:00:00";"03:40:00";"Airbus";"A321"
178;"CA";"MEL";"PVG";"11:35:00";"19:25:00";"10:50:00";"Airbus";"A330-200"
178;"LH";"FRA";"TXL";"09:45:00";"10:55:00";"01:10:00";"Airbus";"A321"
178;"SQ";"SIN";"SGN";"09:50:00";"11:00:00";"02:10:00";"Airbus";"A330-300"
179;"CA";"PEK";"MNL";"19:00:00";"23:40:00";"04:40:00";"Airbus";"A330-300"
179;"LH";"TXL";"FRA";"08:15:00";"09:25:00";"01:10:00";"Airbus";"A321"
179;"UA";"EWR";"HKG";"15:05:00";"20:05:00";"16:00:00";"Boeing";"777-200"
180;"CA";"MNL";"PEK";"06:20:00";"11:00:00";"04:40:00";"Airbus";"A330-300"
180;"LH";"FRA";"TXL";"10:45:00";"11:55:00";"01:10:00";"Airbus";"A321"
180;"LX";"ZRH";"BKK";"18:00:00";"10:30:00";"10:30:00";"Boeing";"777-300ER"
180;"UA";"HKG";"EWR";"11:00:00";"13:20:00";"15:20:00";"Boeing";"777-200"
181;"CA";"PEK";"HND";"08:35:00";"12:50:00";"03:15:00";"Airbus";"A330-300"
181;"LH";"TXL";"FRA";"09:45:00";"10:55:00";"01:10:00";"Airbus";"A321"
181;"LX";"BKK";"ZRH";"13:05:00";"19:10:00";"12:05:00";"Boeing";"777-300ER"
181;"SQ";"BWN";"SIN";"11:55:00";"14:05:00";"02:10:00";"Boeing";"777-300"
182;"CA";"HND";"PEK";"14:20:00";"17:15:00";"03:55:00";"Airbus";"A330-300"
182;"LH";"FRA";"TXL";"11:45:00";"12:55:00";"01:10:00";"Airbus";"A321"
182;"SQ";"SIN";"BWN";"08:40:00";"10:50:00";"02:10:00";"Boeing";"777-300"
183;"CA";"PEK";"HND";"17:20:00";"21:30:00";"03:10:00";"Airbus";"A330-300"
183;"LH";"TXL";"FRA";"10:45:00";"11:55:00";"01:10:00";"Airbus";"A321"
183;"UA";"GUM";"MNL";"20:00:00";"21:50:00";"03:50:00";"Boeing";"737-800"
184;"CA";"HND";"PEK";"08:30:00";"11:30:00";"04:00:00";"Airbus";"A330-300"
184;"LH";"FRA";"TXL";"12:45:00";"13:55:00";"01:10:00";"Airbus";"A321"
184;"UA";"MNL";"GUM";"22:55:00";"04:45:00";"03:50:00";"Boeing";"737-800"
185;"CA";"PEK";"TPE";"08:30:00";"11:40:00";"03:10:00";"Airbus";"A330-300"
185;"LH";"TXL";"FRA";"11:45:00";"12:55:00";"01:10:00";"Airbus";"A321"
185;"SQ";"SGN";"SIN";"19:50:00";"22:55:00";"02:05:00";"Boeing";"787"
186;"AC";"YVR";"YYZ";"15:15:00";"22:42:00";"04:27:00";"Airbus";"A321"
186;"CA";"TPE";"PEK";"13:15:00";"16:35:00";"03:20:00";"Airbus";"A330-300"
186;"LH";"FRA";"TXL";"13:45:00";"14:55:00";"01:10:00";"Airbus";"A321"
186;"SQ";"SIN";"SGN";"17:30:00";"18:40:00";"02:10:00";"Boeing";"787"
187;"LH";"TXL";"FRA";"12:45:00";"13:55:00";"01:10:00";"Airbus";"A321"
187;"SQ";"HAN";"SIN";"18:25:00";"23:05:00";"03:40:00";"Airbus";"A330-300"
188;"LH";"FRA";"TXL";"14:45:00";"15:55:00";"01:10:00";"Airbus";"A321"
188;"LX";"ZRH";"PVG";"12:55:00";"07:55:00";"12:00:00";"Airbus";"A340-300"
188;"SQ";"SIN";"HAN";"15:10:00";"17:30:00";"03:20:00";"Airbus";"A330-300"
189;"LH";"TXL";"FRA";"13:45:00";"14:55:00";"01:10:00";"Airbus";"A321"
189;"LX";"PVG";"ZRH";"09:50:00";"15:30:00";"12:40:00";"Airbus";"A340-300"
190;"LH";"FRA";"TXL";"15:45:00";"16:55:00";"01:10:00";"Airbus";"A321"
191;"LH";"TXL";"FRA";"14:45:00";"15:55:00";"01:10:00";"Airbus";"A321"
192;"LH";"FRA";"TXL";"16:45:00";"17:55:00";"01:10:00";"Airbus";"A321"
193;"LH";"TXL";"FRA";"15:45:00";"16:55:00";"01:10:00";"Airbus";"A321"
194;"LH";"FRA";"TXL";"17:45:00";"18:55:00";"01:10:00";"Airbus";"A321"
195;"CA";"PVG";"TPE";"12:05:00";"14:00:00";"01:55:00";"Airbus";"A330-300"
195;"LH";"TXL";"FRA";"16:45:00";"17:55:00";"01:10:00";"Airbus";"A321"
196;"CA";"TPE";"PVG";"15:00:00";"17:00:00";"02:00:00";"Airbus";"A330-300"
196;"LH";"FRA";"TXL";"18:15:00";"19:25:00";"01:10:00";"Airbus";"A321"
196;"UA";"GUM";"NRT";"13:05:00";"16:00:00";"03:55:00";"Boeing";"737-800"
197;"LH";"TXL";"FRA";"17:45:00";"18:55:00";"01:10:00";"Airbus";"A321"
197;"LX";"PEK";"ZRH";"06:45:00";"10:40:00";"10:55:00";"Airbus";"A330-300"
197;"UA";"NRT";"GUM";"17:45:00";"22:40:00";"03:55:00";"Boeing";"737-800"
198;"LH";"FRA";"TXL";"18:45:00";"19:55:00";"01:10:00";"Airbus";"A321"
198;"UA";"LAX";"PVG";"12:50:00";"18:45:00";"13:55:00";"Boeing";"787-9"
199;"LH";"TXL";"FRA";"18:45:00";"19:55:00";"01:10:00";"Airbus";"A321"
199;"UA";"PVG";"LAX";"20:25:00";"15:45:00";"11:20:00";"Boeing";"787-9"
200;"AC";"YVR";"YYC";"07:00:00";"09:26:00";"01:26:00";"Boeing";"737MAX"
200;"LH";"FRA";"TXL";"19:45:00";"20:55:00";"01:10:00";"Airbus";"A321"
200;"UA";"GUM";"HNL";"07:50:00";"18:55:00";"07:05:00";"Boeing";"777-200"
201;"AC";"YYC";"YVR";"06:20:00";"06:55:00";"01:35:00";"Airbus";"A319"
201;"LH";"TXL";"FRA";"19:45:00";"20:55:00";"01:10:00";"Airbus";"A321"
201;"UA";"HNL";"GUM";"15:15:00";"19:05:00";"07:50:00";"Boeing";"777-200"
202;"AC";"YVR";"YYC";"08:20:00";"10:42:00";"01:22:00";"Airbus";"A320"
202;"LH";"FRA";"TXL";"21:15:00";"22:25:00";"01:10:00";"Airbus";"A321"
202;"UA";"DEN";"TUS";"15:35:00";"17:35:00";"02:00:00";"Airbus";"A319"
203;"LH";"TXL";"FRA";"20:45:00";"21:55:00";"01:10:00";"Airbus";"A321"
203;"UA";"DEN";"CMH";"09:50:00";"14:31:00";"02:41:00";"Boeing";"737-800"
204;"LH";"FRA";"DRS";"06:55:00";"07:55:00";"01:00:00";"Airbus";"A319"
204;"UA";"ORD";"ALB";"18:30:00";"21:25:00";"01:55:00";"Airbus";"A319"
205;"AC";"YYC";"YVR";"08:10:00";"08:49:00";"01:39:00";"Boeing";"737MAX"
205;"UA";"SFO";"PDX";"07:05:00";"08:53:00";"01:48:00";"Airbus";"A319"
206;"AC";"YVR";"YYC";"09:45:00";"12:07:00";"01:22:00";"Airbus";"A320"
206;"LH";"FRA";"DRS";"09:15:00";"10:15:00";"01:00:00";"Airbus";"A320"
206;"UA";"MCO";"DEN";"12:20:00";"14:19:00";"03:59:00";"Boeing";"737-900"
207;"AC";"YYC";"YVR";"09:00:00";"09:35:00";"01:35:00";"Airbus";"A321"
207;"LH";"DRS";"FRA";"06:30:00";"07:35:00";"01:05:00";"Airbus";"A319"
207;"SQ";"SIN";"MEL";"07:45:00";"18:10:00";"07:25:00";"Airbus";"A350-900"
207;"UA";"BOS";"SFO";"08:20:00";"11:59:00";"06:39:00";"Boeing";"757-200"
208;"SQ";"MEL";"SIN";"19:25:00";"00:05:00";"07:40:00";"Airbus";"A350-900"
208;"UA";"IAD";"LAX";"19:00:00";"21:46:00";"05:46:00";"Boeing";"737-900"
209;"LH";"DRS";"FRA";"08:35:00";"09:40:00";"01:05:00";"Airbus";"A319"
209;"UA";"SFO";"SEA";"10:40:00";"13:01:00";"02:21:00";"Airbus";"A320"
210;"AC";"YVR";"YYC";"11:25:00";"13:47:00";"01:22:00";"Airbus";"A319"
210;"LH";"FRA";"DRS";"12:40:00";"13:40:00";"01:00:00";"Airbus";"A319"
210;"UA";"JAC";"DEN";"07:15:00";"08:55:00";"01:40:00";"Airbus";"A320"
211;"AC";"YYC";"YVR";"10:20:00";"10:59:00";"01:39:00";"Boeing";"737MAX"
211;"LH";"DRS";"FRA";"10:55:00";"12:00:00";"01:05:00";"Airbus";"A320"
211;"SQ";"SIN";"SYD";"10:30:00";"21:20:00";"07:50:00";"Boeing";"777-300ER"
211;"UA";"YYZ";"ORD";"11:07:00";"12:05:00";"01:58:00";"Airbus";"A319"
212;"AC";"YVR";"YYC";"12:25:00";"14:51:00";"01:26:00";"Boeing";"737MAX"
212;"SQ";"SYD";"SIN";"09:05:00";"14:15:00";"08:10:00";"Boeing";"777-300ER"
212;"UA";"RDU";"EWR";"18:00:00";"19:44:00";"01:44:00";"Boeing";"737-700"
213;"SQ";"SIN";"PER";"07:40:00";"12:55:00";"05:15:00";"Airbus";"A330-300"
213;"UA";"SFO";"EWR";"16:00:00";"00:12:00";"05:12:00";"Boeing";"757-200"
214;"AC";"YVR";"YYC";"14:15:00";"16:37:00";"01:22:00";"Airbus";"A321"
214;"LH";"FRA";"DRS";"17:10:00";"18:10:00";"01:00:00";"Airbus";"A320"
214;"SQ";"PER";"SIN";"17:30:00";"22:45:00";"05:15:00";"Boeing";"777-200"
214;"UA";"SFO";"ORD";"18:27:00";"20:38:00";"02:11:00";"Airbus";"A320"
215;"AC";"YYC";"YVR";"12:00:00";"12:35:00";"01:35:00";"Airbus";"A320"
215;"LH";"DRS";"FRA";"14:15:00";"15:20:00";"01:05:00";"Airbus";"A319"
215;"SQ";"SIN";"PER";"18:40:00";"23:55:00";"05:15:00";"Boeing";"787"
216;"AC";"YVR";"YYC";"15:15:00";"17:37:00";"01:22:00";"Airbus";"A320"
216;"LH";"FRA";"DRS";"21:20:00";"22:20:00";"01:00:00";"Airbus";"A319"
216;"SQ";"PER";"SIN";"01:10:00";"06:25:00";"05:15:00";"Boeing";"787"
216;"UA";"AUS";"IAH";"14:36:00";"15:32:00";"00:00:56";"Boeing";"737-900"
217;"AC";"YYC";"YVR";"13:00:00";"13:35:00";"01:35:00";"Airbus";"A320"
217;"SQ";"SIN";"MEL";"11:00:00";"21:25:00";"07:25:00";"Airbus";"A380-800"
218;"AC";"YVR";"YYC";"16:05:00";"18:27:00";"01:22:00";"Airbus";"A319"
218;"SQ";"MEL";"SIN";"01:05:00";"05:45:00";"07:40:00";"Airbus";"A380-800"
218;"UA";"HNL";"ORD";"16:55:00";"04:52:00";"07:57:00";"Boeing";"777-200"
219;"AC";"YYC";"YVR";"14:40:00";"15:15:00";"01:35:00";"Airbus";"A319"
219;"LH";"DRS";"FRA";"19:00:00";"20:05:00";"01:05:00";"Airbus";"A320"
219;"UA";"ORD";"HNL";"10:10:00";"15:27:00";"09:17:00";"Boeing";"777-200"
220;"UA";"ORD";"MSP";"19:47:00";"21:14:00";"01:27:00";"Airbus";"A320"
221;"AC";"YYC";"YVR";"15:45:00";"16:24:00";"01:39:00";"Boeing";"737MAX"
221;"SQ";"SIN";"SYD";"20:40:00";"07:40:00";"08:00:00";"Airbus";"A380-800"
221;"UA";"MCO";"IAD";"09:20:00";"11:19:00";"01:59:00";"Boeing";"737-900"
222;"AC";"YVR";"YYC";"17:30:00";"19:52:00";"01:22:00";"Airbus";"A319"
222;"SQ";"SYD";"SIN";"16:10:00";"21:20:00";"08:10:00";"Airbus";"A380-800"
222;"UA";"ORD";"SFO";"14:00:00";"16:48:00";"04:48:00";"Boeing";"737-900"
223;"AC";"YYC";"YVR";"17:30:00";"18:05:00";"01:35:00";"Airbus";"A320"
223;"SQ";"SIN";"PER";"09:30:00";"14:45:00";"05:15:00";"Boeing";"777-200"
223;"UA";"DEN";"PHL";"18:35:00";"23:59:00";"03:24:00";"Airbus";"A320"
224;"AC";"YVR";"YYC";"19:35:00";"22:01:00";"01:26:00";"Boeing";"737MAX"
224;"SQ";"PER";"SIN";"06:40:00";"11:55:00";"05:15:00";"Airbus";"A330-300"
224;"UA";"SFO";"BUR";"20:33:00";"21:49:00";"01:16:00";"Airbus";"A319"
225;"AC";"YYC";"YVR";"19:30:00";"20:05:00";"01:35:00";"Airbus";"A320"
225;"SQ";"SIN";"PER";"00:10:00";"05:25:00";"05:15:00";"Airbus";"A330-300"
225;"UA";"IAD";"SFO";"22:00:00";"00:56:00";"05:56:00";"Boeing";"737-800"
226;"AC";"YVR";"YYC";"20:30:00";"22:52:00";"01:22:00";"Airbus";"A321"
226;"SQ";"PER";"SIN";"14:15:00";"19:30:00";"05:15:00";"Airbus";"A330-300"
227;"SQ";"SIN";"MEL";"21:50:00";"08:15:00";"07:25:00";"Boeing";"777-300ER"
228;"LH";"FRA";"TRS";"09:15:00";"10:35:00";"01:20:00";"Canadair";"(Bombardier)"
228;"SQ";"MEL";"SIN";"16:40:00";"21:20:00";"07:40:00";"Boeing";"777-300ER"
